clean_zip,latitude,longitude,rating,score
90048,34.07225809929248,-118.37366378067391,3.6943765281173593,91.94621026894866
90049,34.06295254748288,-118.46988483733658,3.74009900990099,94.75742574257426
90052,33.9765716,-118.2565949,1.0,82.0
90054,34.03795173313116,-118.381612145004,3.0,95.55555555555556
90056,33.987825084702195,-118.36350524548122,3.138888888888889,94.33333333333333
90057,34.05992106788721,-118.27731325601945,3.5252293577981653,92.30275229357798
90058,34.00619085438001,-118.2386630712715,3.588235294117647,91.20588235294117
90059,33.92514123876142,-118.24963191579768,3.1769230769230767,94.6
90061,33.92522506619093,-118.27199149786071,3.4274193548387095,92.41935483870968
90062,34.00882986079561,-118.30812188986557,3.4130434782608696,93.72463768115942
90063,34.03901830187864,-118.18945931506579,3.5990338164251208,92.3671497584541
90064,34.03707358120138,-118.4336661478672,3.534090909090909,93.15227272727273
90065,34.10496563728011,-118.23031221819475,3.537433155080214,92.11764705882354
90066,33.996724975497564,-118.42710635842477,3.735408560311284,93.07392996108949
90067,34.05874212143861,-118.4161519349715,3.3551136363636362,92.93181818181819
90068,34.11889981851306,-118.33994237072861,3.718390804597701,92.71264367816092
90069,34.08478720289986,-118.3764323464039,3.5952380952380953,90.35714285714286
90070,34.05157,-118.256345,3.5,94.0
90071,34.05187383144034,-118.25479873766888,3.40521327014218,93.98104265402844
90077,34.11153727727798,-118.44935268392365,4.081081081081081,93.8108108108108
90079,34.04058,-118.25538,4.333333333333333,94.33333333333333
90089,34.02034370462317,-118.28549954781336,3.125,97.13888888888889
90094,33.97745179284822,-118.4185323642233,3.8823529411764706,93.58823529411765
90095,34.06914558372677,-118.44374757097832,3.25,96.83333333333333
90103,34.06204,-118.3133,4.0,90.5
90220,34.0692,-118.29075,3.0,98.5
90230,33.992278719090905,-118.41055336363638,3.772727272727273,92.54545454545455
90232,34.0275895406312,-118.39096834878,4.0,96.5
90272,34.04558370000001,-118.5518135,3.5,94.0
90291,33.99252460878831,-118.4707723994877,3.8448275862068964,92.79310344827586
90292,33.9863272715281,-118.4424773077055,4.0,94.0
90293,33.957806818827905,-118.44964062365099,3.5,93.0
90723,34.04018611022966,-118.16238862355134,3.5,91.66666666666667
90921,33.987488899999995,-118.472299,4.0,93.0
91006,34.053131,-118.465896,4.0,95.5
91307,34.0527774,-118.247811,4.0,99.0
91324,34.2293663024902,-118.553939819336,4.5,97.0
91325,34.257394899999994,-118.53513490000002,2.5,95.0
91340,34.2857162,-118.4382183,4.5,96.0
91367,34.1838617,-118.6060149,4.0,95.0
91505,34.20102966,-118.3689819,3.0,100.0
91602,34.07588,-118.34567,2.0,95.33333333333333
91604,34.1373170167208,-118.363504707813,4.5,90.0
92880,34.05787,-118.44496,3.5,96.5
